full_name,age,state,hours_worked_in_2021,consultant_type
Michael Stephens,44,CA,1860,Senior Software Engineer
Erica Bonilla,38,WA,1882,Senior Software Engineer
Kevin Fox,40,CA,1894,Technical Lead
Erin Valencia,53,NY,1883,Technical Lead
Scott Wilson,50,FL,1896,Senior Software Engineer
Gregory Jackson,44,CA,1882,Technical Lead
Beth Ibarra,44,MT,1872,Technical Lead
Sara Carter,48,FL,1869,Technical Lead
Kathy Orr,41,NY,1881,Technical Lead
Mary Cruz,40,CA,1866,Technical Lead
Vanessa Sanders,45,CA,1876,Software Engineer
Shannon Reese,44,NY,1887,Senior Software Engineer
Eric Lara,49,WA,1880,Technical Lead
Melissa Kennedy,42,NY,1859,Software Engineer
Jennifer Rodriguez,51,NY,1869,Technical Architect
Kristina Randall,51,WA,1863,Technical Lead
Jill Castillo,38,NY,1850,Senior Software Engineer
Kimberly Myers,37,FL,1891,Senior Software Engineer
Rachel Smith,38,FL,1867,Technical Architect
Erin Gates,50,NY,1884,Technical Lead
Gregory Howard,35,NY,1903,Technical Lead
Maria Brown,40,CA,1890,Senior Software Engineer
Jennifer Matthews,41,NY,1859,Technical Lead
Nicole Sweeney,42,WA,1877,Technical Lead
Lisa Jones,39,NY,1895,Technical Architect
Michael Taylor,41,NY,1886,Technical Architect
Theresa Barber,48,CA,1866,Software Engineer
Wayne Richards,47,NY,1878,Senior Software Engineer
Monica Lane,50,WA,1884,Technical Architect
Kelly Allen,45,CA,1862,Technical Architect
Kimberly Perez,47,WA,1890,Software Engineer
Patricia Woods,39,WA,1873,Technical Architect
Patty Mcdowell,44,NY,1890,Software Engineer
Angela Holland,50,CA,1871,Technical Architect
Katherine Evans,41,CA,1878,Technical Architect
Jill Levine,47,FL,1861,Technical Lead
Kimberly Pierce,46,NY,1886,Technical Architect
Mark Graves,48,WA,1891,Software Engineer
Andrew Gomez,41,FL,1853,Technical Lead
Stephen Gonzalez,51,NY,1860,Senior Software Engineer
Jennifer Fitzpatrick,43,WA,1864,Software Engineer
Timothy Johnston,44,CA,1890,Software Engineer
Jessica Holloway,47,FL,1880,Senior Software Engineer
Leah Byrd,38,NY,1886,Technical Lead
David Livingston,42,WA,1883,Technical Lead
Cynthia Hall,40,WA,1875,Technical Lead
Ryan Thomas,47,FL,1877,Technical Lead
Allison Valencia,36,WA,1868,Technical Lead
Amy Singh,41,WA,1880,Technical Architect
Kelly Jordan,50,FL,1873,Technical Architect
Valerie Williams,48,WA,1875,Software Engineer
Michael Lee,46,MT,1898,Senior Software Engineer
Albert Clark,49,NY,1894,Technical Lead
Eric Carson,43,NY,1877,Technical Lead
Michael Bailey,40,WA,1879,Technical Architect
Timothy Hernandez,42,NY,1871,Technical Lead
Ronald Hayes,43,CA,1883,Software Engineer
Janet Hernandez,49,NY,1874,Technical Lead
Connie Jones,51,WA,1897,Senior Software Engineer
Tracy Rollins,41,WA,1881,Technical Lead
Christine Brown,42,NY,1854,Technical Lead
Jeremy Cruz,47,WA,1855,Technical Lead
Samuel Mcintyre,45,WA,1861,Senior Software Engineer
Anna Bruce,37,NY,1863,Software Engineer
Lisa Lester,44,NY,1879,Technical Lead
Phyllis Jackson,44,CA,1870,Software Engineer
Russell Myers,46,WA,1864,Senior Software Engineer
Christina Williams,37,NY,1897,Senior Software Engineer
Jennifer Martin,45,WA,1895,Software Engineer
Mark Atkins,55,NY,1910,Technical Lead
Yvonne Robinson,49,FL,1863,Technical Lead
Thomas Jensen,50,WA,1876,Technical Lead
Tina Barnes,46,CA,1887,Senior Software Engineer
Lauren Smith,50,FL,1878,Senior Software Engineer
Shelley James,48,WA,1875,Technical Architect
Chad Barry,42,NY,1867,Technical Lead
Angela Martinez,52,WA,1886,Technical Architect
Robert Rivera,54,NY,1879,Technical Lead
Timothy Johnson,45,FL,1869,Senior Software Engineer
Kerri Taylor,49,WA,1885,Software Engineer
Jackson Myers,49,NY,1879,Software Engineer
Brian Villarreal,45,NY,1889,Senior Software Engineer
Joan Hooper,47,NY,1878,Senior Software Engineer
Adrian Gomez,53,FL,1887,Technical Architect
Timothy Pacheco,55,WA,1885,Technical Lead
Rebecca Taylor,36,WA,1875,Technical Lead
Dennis Sanchez,40,WA,1898,Senior Software Engineer
Gina Morgan,39,CA,1891,Senior Software Engineer
Sarah Smith,48,NY,1887,Technical Lead
Catherine Carter,54,NY,1879,Senior Software Engineer
Susan Santos,50,WA,1884,Technical Architect
Natalie Underwood,47,WA,1886,Technical Lead
Stephanie Crawford,38,NY,1881,Technical Architect
David Martin,54,NY,1890,Technical Lead
Michaela House,48,WA,1874,Senior Software Engineer
Stephanie Porter,39,CA,1870,Technical Lead
Mark Johnston,51,WA,1901,Technical Lead
Tammy Perry,52,WA,1886,Senior Software Engineer
Wendy Rivera,56,NY,1888,Senior Software Engineer
Robert Schultz,40,WA,1868,Technical Lead
Cristian Davis,40,NY,1862,Technical Architect
Tracy Kim,44,FL,1885,Technical Lead
Zachary Ferrell,51,CA,1893,Technical Lead
Ralph Smith,41,CA,1888,Software Engineer
Andrew Franco,52,NY,1865,Senior Software Engineer
Timothy Nash,44,CA,1887,Software Engineer
Paula Rodriguez,45,WA,1877,Software Engineer
Kayla Escobar,41,WA,1897,Senior Software Engineer
Susan Sawyer,41,FL,1872,Technical Lead
Manuel Sparks,39,FL,1891,Technical Lead
Mark Nguyen,49,NY,1878,Senior Software Engineer
James Richardson,52,FL,1868,Software Engineer
Justin Alexander,43,WA,1862,Technical Architect
Joshua Ryan,45,WA,1879,Senior Software Engineer
Diane Wilson,50,CA,1878,Technical Lead
Steven Holloway,44,WA,1892,Senior Software Engineer
Kayla Hernandez,54,CA,1881,Technical Architect
Jennifer Ellis,44,FL,1865,Senior Software Engineer
Judy Flynn,45,WA,1898,Technical Lead
Sarah Richardson,44,NY,1885,Technical Architect
Tracy Smith,45,WA,1889,Senior Software Engineer
Valerie Suarez,47,NY,1881,Technical Architect
Sara Lynch,41,CA,1879,Technical Lead
Peter Barber,50,WA,1876,Technical Architect
Kelly Rodriguez,48,NY,1853,Technical Lead
Chad Peterson,42,WA,1867,Technical Architect
Sandra Jackson,40,NY,1879,Senior Software Engineer
Nancy Cruz,35,NY,1893,Technical Lead
Katherine Hart,44,FL,1888,Technical Lead
David Moyer,42,FL,1871,Senior Software Engineer
Ashley Lozano,45,WA,1885,Technical Lead
Pamela Hernandez,40,WA,1881,Technical Lead
Ricky Berry,46,WA,1866,Senior Software Engineer
Daniel Howard,55,NY,1885,Technical Architect
Veronica Mercado,42,NY,1885,Technical Lead
Eric Nichols,45,NY,1870,Software Engineer
Elizabeth Bray,55,WA,1883,Technical Lead
Christine Salinas,50,CA,1867,Technical Lead
Steven Guzman,45,WA,1893,Software Engineer
Julian Moreno,38,NY,1855,Technical Architect
Joann Jensen,42,FL,1867,Technical Architect
Jonathan Scott,45,CA,1885,Technical Architect
Caitlin Booth,36,NY,1879,Senior Software Engineer
Monique Spence,48,NY,1860,Technical Architect
Michael Anderson,46,NY,1879,Senior Software Engineer
Christine Campbell,40,WA,1862,Senior Software Engineer
Daniel Ellis,53,NY,1881,Software Engineer
Sabrina Evans,42,FL,1893,Technical Lead
Kelly Wilson,49,WA,1896,Software Engineer
Lawrence Cox,43,NY,1885,Technical Lead
Phyllis Greene,47,NY,1887,Technical Architect
Michelle Peters,38,NY,1894,Software Engineer
Hannah Hays,46,WA,1885,Technical Architect
Natalie Long,46,FL,1863,Software Engineer
Diane Ramsey,46,WA,1883,Senior Software Engineer
Jermaine Dorsey,43,FL,1900,Technical Lead
Michael Padilla,42,WA,1886,Software Engineer
Cole Dunn,41,NY,1893,Software Engineer
Jonathan Sherman,44,CA,1871,Technical Lead
Jessica Johnson,46,WA,1866,Software Engineer
Tamara Edwards,48,NY,1883,Senior Software Engineer
Monica Perkins,55,NY,1879,Senior Software Engineer
John Hendrix,43,NY,1887,Technical Lead
Todd Wilcox,48,CA,1859,Technical Architect
Jennifer Morrison,48,WA,1888,Technical Architect
Joshua Watson,49,WA,1878,Senior Software Engineer
John Page,51,FL,1902,Technical Lead
James Scott,40,NY,1862,Technical Lead
Catherine Miller,36,WA,1868,Technical Lead
Kristi Boyd,49,NY,1868,Software Engineer
James Munoz,51,WA,1868,Technical Architect
Collin Perry,45,FL,1898,Senior Software Engineer
Colleen Wells,47,WA,1870,Technical Lead
Eric Hall,44,FL,1885,Technical Architect
Michael Chavez,34,FL,1865,Senior Software Engineer
Jeremy Smith,40,WA,1891,Technical Architect
Madison Navarro,43,WA,1867,Senior Software Engineer
Eric Morris,43,WA,1875,Technical Lead
Robert Wilkinson,41,FL,1887,Technical Architect
Christopher White,43,FL,1881,Software Engineer
Lawrence Leon,52,WA,1885,Senior Software Engineer
Kathryn Archer,43,WA,1852,Technical Lead
Joseph Snyder,41,NY,1867,Senior Software Engineer
Victoria Douglas,44,FL,1888,Technical Lead
Sandra Taylor,45,WA,1872,Senior Software Engineer
Mary Robinson,39,FL,1900,Senior Software Engineer
Christopher Gray,41,WA,1868,Technical Architect
Elizabeth Davis,40,FL,1876,Software Engineer
Daniel Anderson,50,CA,1871,Technical Lead
Bryan Aguilar,41,WA,1872,Senior Software Engineer
Christopher Freeman,45,NY,1870,Software Engineer
Danielle Wilson,40,WA,1868,Technical Lead
Timothy Greer,38,NY,1882,Technical Lead
Tiffany Johnson,43,FL,1870,Technical Lead
Christopher Ferguson,44,WA,1885,Senior Software Engineer
Denise Lowe,43,NY,1875,Technical Lead
Timothy Webb,47,NY,1874,Technical Lead
Jeffrey Tucker,49,NY,1888,Senior Software Engineer
Erin Dickerson,38,NY,1898,Technical Architect
William Carr,49,NY,1851,Software Engineer
Jessica Glover,54,NY,1864,Technical Architect
Kristina Green,49,CA,1863,Senior Software Engineer
Cindy Green,48,WA,1854,Technical Lead
Robert Edwards,38,WA,1876,Software Engineer
Robin Roberts,45,WA,1878,Technical Lead
Justin Bryan,47,NY,1889,Senior Software Engineer
Anthony Martin,42,NY,1877,Technical Lead
James Brown,45,CA,1878,Technical Lead
Nicholas Nelson,47,WA,1896,Software Engineer
Tammy Gonzalez,42,WA,1869,Technical Lead
Manuel Davis,46,WA,1871,Senior Software Engineer
Sylvia Brown,47,NY,1891,Technical Architect
Barbara Dawson,36,NY,1880,Technical Lead
Kimberly Reyes,50,CA,1889,Technical Lead
Nicole Knox,50,WA,1891,Technical Lead
Anthony Clark,43,NY,1860,Software Engineer
Kelly Lewis,53,WA,1893,Senior Software Engineer
Heather Mason,46,WA,1876,Software Engineer
Larry Wall,40,CA,1877,Technical Lead
Nancy Flores,47,MT,1876,Software Engineer
Elizabeth Hunter,35,WA,1874,Software Engineer
Timothy Porter,39,FL,1866,Technical Lead
Lisa Williams,47,FL,1871,Technical Architect
Chloe Wells,44,WA,1871,Technical Lead
Cynthia Gomez,39,MT,1886,Technical Lead
Kristina Marquez,55,WA,1905,Software Engineer
Daniel Barnes,51,NY,1879,Technical Architect
Brenda Mullins,53,FL,1885,Technical Lead
Erica Mendez,42,CA,1880,Senior Software Engineer
Stacey Webster,46,NY,1876,Technical Lead
Ricardo Zhang,47,WA,1873,Software Engineer
Brenda Roy,48,WA,1885,Technical Lead
David Robinson,48,NY,1855,Technical Lead
Madeline Peterson,49,NY,1886,Senior Software Engineer
Robin Blackburn,39,NY,1892,Technical Lead
Alejandro Montgomery,49,WA,1873,Technical Architect
Brandy Williams,46,FL,1882,Technical Lead
James Cherry,49,WA,1903,Technical Lead
William Alvarez,42,NY,1878,Technical Architect
Christopher Lewis,47,WA,1880,Software Engineer
Deanna Bailey,37,NY,1882,Technical Architect
James Hubbard,47,CA,1887,Software Engineer
Deanna Salazar,46,NY,1882,Technical Architect
Brian Cruz,32,WA,1886,Senior Software Engineer
Joseph Villa,50,CA,1861,Software Engineer
Julie Huffman,47,NY,1862,Senior Software Engineer
Jeffrey Allen,42,NY,1884,Technical Lead
Stephen Garrett,50,FL,1905,Technical Architect
Jacob Webb,48,CA,1878,Technical Architect
Ray Meyer,41,FL,1897,Technical Lead
Tamara Mcclain,45,CA,1886,Technical Architect
Tonya Thompson,37,NY,1886,Technical Lead
Cynthia Moore,45,WA,1874,Senior Software Engineer
Andrew Hall,47,WA,1879,Senior Software Engineer
Kelly Butler,43,FL,1883,Technical Lead
Elizabeth Li,36,NY,1891,Technical Lead
Alexis Brown,49,CA,1883,Software Engineer
Jay Smith,45,FL,1883,Technical Architect
Wendy Miller,49,WA,1887,Technical Lead
Julian Wagner,45,WA,1888,Technical Lead
Samuel Soto,48,WA,1893,Technical Lead
Thomas Collins,49,FL,1875,Technical Lead
Laura Miller,34,WA,1879,Senior Software Engineer
Jason Carter,41,WA,1888,Senior Software Engineer
Kimberly Reese,48,NY,1893,Software Engineer
Daniel Manning,46,FL,1859,Technical Lead
Scott Collins,47,FL,1873,Senior Software Engineer
Joseph Graham,42,FL,1883,Software Engineer
Brittany Mack,46,NY,1867,Technical Lead
Mike Torres,38,CA,1875,Technical Architect
Thomas Jimenez,41,CA,1888,Technical Lead
Brian Alexander,48,NY,1883,Technical Architect
James Powell,48,FL,1883,Senior Software Engineer
Jesse Poole,46,NY,1879,Technical Lead
Samantha Schultz,44,NY,1877,Senior Software Engineer
Shannon Jones,41,NY,1897,Technical Lead
Joseph Knight,54,NY,1879,Technical Architect
Jon Stewart,43,WA,1858,Technical Lead
Bruce Campbell,42,NY,1900,Technical Lead
Daniel Villa,42,CA,1868,Technical Architect
Cynthia Diaz,49,WA,1879,Senior Software Engineer
Desiree Stevens,40,NY,1875,Technical Lead
Jacob Logan,49,FL,1874,Senior Software Engineer
Paul Mitchell,49,CA,1867,Software Engineer
Christy Cooper,44,CA,1879,Software Engineer
Christopher Hughes,50,WA,1880,Senior Software Engineer
Joseph Johnson,45,NY,1896,Software Engineer
Melvin Newman,49,FL,1864,Technical Lead
Jonathan Moran,45,WA,1866,Technical Lead
Felicia Herring,44,WA,1871,Software Engineer
Daniel Herman,47,NY,1879,Senior Software Engineer
Kevin Smith,34,NY,1841,Software Engineer
Brian Weaver,44,WA,1878,Senior Software Engineer
Jorge Miller,52,WA,1883,Technical Lead
Samantha Alvarez,46,NY,1877,Technical Lead
Stephen Moore,43,CA,1866,Technical Lead
Lauren Bailey,45,WA,1876,Technical Lead
Sandra Alexander,43,WA,1877,Technical Lead
Frank Pena,50,WA,1897,Senior Software Engineer
Valerie Yu,49,CA,1872,Technical Lead
Nicole Lopez,43,NY,1885,Software Engineer
Jillian Morales,53,CA,1888,Technical Architect
Derek Lucas,46,FL,1880,Technical Lead
Adam Foster,42,CA,1871,Senior Software Engineer
Jessica Jenkins,55,FL,1887,Technical Lead
Ashley Scott,46,WA,1887,Software Engineer
Michelle Wolfe,52,WA,1848,Technical Lead
Christian Pugh,47,CA,1886,Technical Lead
Andrew Morris,43,WA,1888,Technical Lead
Kayla Larson,54,FL,1875,Technical Architect
James Moreno,35,CA,1892,Technical Lead
Daniel Waters,32,WA,1888,Technical Architect
Joshua Hansen,39,WA,1888,Technical Architect
Jennifer Armstrong,37,NY,1885,Technical Lead
Patricia Sullivan,48,NY,1892,Software Engineer
Jennifer Ford,43,NY,1875,Technical Architect
Matthew Davies,38,WA,1860,Senior Software Engineer
Lori Johnson,51,FL,1895,Technical Architect
Christopher Lee,38,WA,1875,Technical Lead
Felicia Meyer,49,NY,1892,Technical Lead
Matthew Lewis,40,WA,1883,Software Engineer
Paul Swanson,46,WA,1867,Technical Lead
Brian Miller,48,CA,1875,Senior Software Engineer
Gail Downs,45,WA,1884,Senior Software Engineer
Michael Smith,44,NY,1883,Senior Software Engineer
Dylan Clarke,49,WA,1879,Technical Lead
Judy Gibson,42,WA,1873,Senior Software Engineer
John Schmitt,45,NY,1864,Technical Lead
Katherine Parker,44,NY,1880,Technical Lead
Amanda Smith,52,CA,1882,Technical Lead
Claudia Fernandez,44,NY,1892,Technical Architect
Paul Hughes,39,WA,1874,Technical Lead
Samantha Hall,40,CA,1875,Technical Lead
Angela Spence,38,WA,1852,Technical Architect
Susan Hunt,48,NY,1862,Technical Architect
Jennifer Klein,44,WA,1876,Technical Lead
Steven Oliver,37,FL,1906,Software Engineer
Mark Brooks,39,WA,1902,Software Engineer
Lisa Harris,36,CA,1874,Software Engineer
Edward Smith,38,NY,1856,Technical Architect
Lisa Wood,44,NY,1876,Technical Architect
Amber Lowe,47,WA,1886,Senior Software Engineer
David Miller,47,NY,1879,Software Engineer
Terrance Charles,42,CA,1867,Senior Software Engineer
Jeremy Allison,41,NY,1899,Technical Architect
Stephanie Hardy,36,FL,1892,Technical Architect
George Kelly,43,NY,1869,Senior Software Engineer
Sean Pacheco,47,CA,1891,Senior Software Engineer
James Howard,41,WA,1867,Technical Architect
John Briggs,37,NY,1890,Senior Software Engineer
Timothy Krueger,45,CA,1846,Technical Lead
Lauren Hudson,42,WA,1896,Software Engineer
William Stone,43,WA,1873,Senior Software Engineer
Shawn Gonzalez,41,WA,1890,Software Engineer
Sandra Craig,50,CA,1867,Software Engineer
Victoria Mason,51,NY,1875,Senior Software Engineer
Keith Allison,47,WA,1883,Technical Lead
Matthew Walker,41,WA,1872,Technical Lead
Blake Lucas,47,WA,1882,Technical Lead
Cheryl Cooper,44,WA,1888,Technical Lead
Gerald Daniels,43,NY,1875,Senior Software Engineer
Kimberly Grant,46,WA,1877,Senior Software Engineer
Kristina Gomez,39,NY,1863,Technical Lead
Alejandra Bell,48,NY,1891,Software Engineer
Nicholas Ellis,44,CA,1880,Technical Lead
Tiffany Greene,42,NY,1886,Technical Architect
Bailey Caldwell,39,FL,1886,Software Engineer
Kaitlin Obrien,50,CA,1889,Technical Lead
Todd Wang,48,WA,1885,Technical Lead
Lucas Smith,39,FL,1864,Technical Architect
David Warner,43,WA,1854,Senior Software Engineer
Jonathan Coleman,43,NY,1886,Software Engineer
Danny Schwartz,49,CA,1870,Senior Software Engineer
Ryan Bernard,45,NY,1883,Technical Lead
Rachel Smith,48,WA,1865,Technical Lead
Christine Webb,47,WA,1861,Software Engineer
Joseph Potter,48,NY,1889,Technical Lead
Lynn Mccall,41,NY,1871,Senior Software Engineer
Stephen Cook,55,MT,1887,Technical Lead
Jason Johnston,44,WA,1876,Software Engineer
Kristin Hudson,52,WA,1864,Technical Lead
Kara Padilla,47,WA,1882,Senior Software Engineer
Kelly Blair,42,NY,1890,Software Engineer
William Holloway,54,NY,1874,Technical Lead
William Lam,46,NY,1861,Technical Lead
Kathy Nixon,49,FL,1900,Technical Lead
Christine Kaiser,40,WA,1858,Technical Lead
Adam Pierce,43,NY,1875,Technical Lead
Christina Roy,46,WA,1882,Senior Software Engineer
Keith Morse,43,CA,1892,Technical Lead
Monique Mendez,48,WA,1888,Senior Software Engineer
Jeffrey Johnson,47,MT,1878,Senior Software Engineer
Loretta Nelson,41,WA,1869,Senior Software Engineer
Kimberly Gonzales,50,WA,1870,Technical Lead
Laura Zimmerman,45,NY,1890,Technical Lead
Mark Cuevas,43,NY,1888,Senior Software Engineer
Michelle Larsen,46,FL,1883,Technical Architect
Tyler Pratt,44,FL,1900,Technical Lead
Marcus White,52,FL,1874,Senior Software Engineer
Cory Webster,53,CA,1876,Senior Software Engineer
Cynthia Hernandez,43,FL,1881,Senior Software Engineer
Roger Wagner,35,NY,1894,Technical Architect
Tonya Cervantes,44,CA,1888,Technical Lead
Wanda Ortiz,43,WA,1875,Technical Architect
Heather Hogan,39,CA,1854,Technical Architect
Scott Pena,47,FL,1897,Technical Lead
Garrett Mcclain,43,WA,1887,Senior Software Engineer
Eric Smith,41,NY,1887,Technical Lead
Michael Richardson,35,CA,1871,Software Engineer
Derek Wu,40,FL,1883,Technical Lead
Stacey Smith,40,CA,1859,Technical Architect
George Jimenez,45,NY,1884,Technical Lead
Lisa Williams,53,NY,1889,Senior Software Engineer
Teresa Evans,47,FL,1884,Software Engineer
Alyssa Thomas,39,WA,1898,Senior Software Engineer
Hector Peck,46,CA,1880,Software Engineer
Leslie Ray,41,FL,1891,Technical Lead
Veronica Martinez,39,NY,1869,Technical Lead
Susan Buchanan,32,CA,1865,Software Engineer
Paul Ortega,47,CA,1867,Senior Software Engineer
Patrick Lawson,42,CA,1885,Technical Lead
Stacy Reed,48,WA,1875,Software Engineer
Jason Gibbs,45,FL,1878,Senior Software Engineer
Alexandra Estrada,51,CA,1872,Senior Software Engineer
Thomas Hammond,48,MT,1873,Technical Lead
Mark Moore,37,WA,1898,Technical Lead
Spencer English,43,CA,1875,Technical Architect
Michelle Anderson,43,WA,1879,Technical Lead
Sarah Perez,41,FL,1881,Software Engineer
Jason Yu,48,WA,1871,Software Engineer
Diane Chapman,45,FL,1877,Technical Architect
Melissa Williams,39,NY,1864,Technical Lead
Pamela Russell,46,WA,1883,Technical Lead
Carmen Evans,43,WA,1866,Technical Lead
Wendy Clay,39,NY,1874,Software Engineer
Terri White,48,WA,1890,Technical Architect
Edward Ashley,52,FL,1876,Senior Software Engineer
Ian Miller,36,WA,1889,Senior Software Engineer
James Bryant,37,CA,1867,Technical Lead
